;DS;OF;EF;IoU;Sn;Sp;Acc;AO;FPR;FNR;MA;MAPE;Rerr;MAPE2;Rerr2;PSNR;PSNR2;PSNR3
layer: 119;0.9077563975401706;0.8660105980317941;0.042013626040878126;0.8310933527061387;0.8660105980317941;0.9812182741116752;0.9456267539756782;0.8310933527061387;0.018781725888324875;0.1339894019682059;0.054373246024321795;0.09197577592732778;-0.02841440598690365;0.09197577592732778;-0.00421875;20.929695305332583;12.646147393107675;-34.33171831159466
layer: 120;0.844905905256327;0.7454198473282443;0.019083969465648856;0.7314606741573034;0.7454198473282443;0.9910168882500898;0.9124114341558759;0.7314606741573034;0.008983111749910169;0.2545801526717557;0.08758856584412411;0.23549618320610688;-0.07537258734424628;0.23549618320610688;-0.010711805555555556;19.04903327755412;10.575525846414507;-36.35758724414184
layer: 121;0.7731644381890688;0.6387596899224807;0.013565891472868217;0.6302103250478012;0.6387596899224807;0.9933649289099526;0.8768936982813494;0.6302103250478012;0.006635071090047393;0.3612403100775194;0.12310630171865054;0.34767441860465115;-0.11419478039465308;0.34767441860465115;-0.015572916666666667;17.749960093402105;9.097197152929905;-37.77084353086082
layer: 122;0.7477233571252769;0.6037360890302067;0.011128775834658187;0.5970911949685535;0.6037360890302067;0.9943775100401606;0.8632604055496265;0.5970911949685535;0.005622489959839358;0.3962639109697933;0.13673959445037354;0.38513513513513514;-0.12926894343649947;0.38513513513513514;-0.016822916666666667;17.496986180314387;8.641057124879488;-37.99931428269743
layer: 123;0.7009144701452393;0.5456448911222781;0.011306532663316583;0.5395445134575569;0.5456448911222781;0.9939271255060729;0.8372841673983026;0.5395445134575569;0.006072874493927126;0.45435510887772196;0.1627158326016974;0.44304857621440535;-0.15481416447175886;0.44304857621440535;-0.018368055555555554;17.143176961771733;7.885701872167053;-38.46325907264246
layer: 124;0.6755736276503049;0.5123348017621145;0.004405286343612335;0.5100877192982456;0.5123348017621145;0.9977236512633736;0.8323577967882335;0.5100877192982456;0.0022763487366264513;0.48766519823788546;0.16764220321176648;0.48325991189427314;-0.16464055230376706;0.48325991189427314;-0.01904513888888889;17.12369310307603;7.756166401525273;-38.304840945382
layer: 125;0.7349678925861063;0.5858538855281527;0.00837598883201489;0.5809875403784033;0.5858538855281527;0.9957203994293866;0.8571203776553895;0.5809875403784033;0.0042796005706134095;0.41414611447184735;0.14287962234461055;0.4057701256398325;-0.13721479150275373;0.4057701256398325;-0.01513888888888889;18.023366349021266;8.450297063689419;-36.92507520933547
layer: 126;0.8060132986412258;0.6997991967871486;0.036646586345381524;0.6750605326876513;0.6997991967871486;0.9819172652960119;0.8887045944601095;0.6750605326876513;0.01808273470398811;0.3002008032128514;0.11129540553989054;0.2635542168674699;-0.08707911759827501;0.2635542168674699;-0.009114583333333334;19.3369996325422;9.535227636963604;-35.027158056788814
layer: 127;0.8227163461538461;0.7297441364605544;0.044243070362473345;0.698825931597754;0.7297441364605544;0.9775554353704705;0.894151417294582;0.698825931597754;0.022444564629529474;0.27025586353944564;0.10584858270541801;0.2260127931769723;-0.07606745604592752;0.2260127931769723;-0.007361111111111111;19.895704717810677;9.753149527351411;-34.12012666307136
layer: 128;0.8334396936821953;0.7544771808203351;0.0560369728480647;0.7144420131291028;0.7544771808203351;0.9723173515981736;0.9002865329512894;0.7144420131291028;0.027682648401826482;0.24552281917966493;0.0997134670487106;0.18948584633160023;-0.06265520534861509;0.18948584633160023;-0.005694444444444445;20.427519804209496;10.01246183012599;-33.49694877677133
layer: 129;0.8407258064516129;0.7917721518987342;0.09177215189873418;0.7252173913043478;0.7917721518987342;0.9546023794614903;0.9007121910347716;0.7252173913043478;0.04539762053850971;0.20822784810126582;0.09928780896522832;0.11645569620253164;-0.038542103058232094;0.11645569620253164;-0.0031944444444444446;20.84644141749127;10.031040729966508;-33.121646395528316
